path,label,label_name,dataset,scene,camera,weather,split
data/raw/PKLot/PKLotSegmented/UFPR04/Sunny/Occupied/UFPR04_Sunny_Occupied_0001.jpg,1,occupied,pklot,UFPR04,UFPR04,sunny,train
data/raw/CNRPark-EXT/PATCHES/free/cnr_free_0011.jpg,0,empty,cnrpark_ext,unknown,unknown,unknown,train
data/raw/CNRPark-EXT/PATCHES/free/cnr_free_0028.jpg,0,empty,cnrpark_ext,unknown,unknown,unknown,train
data/raw/CNRPark-EXT/PATCHES/free/cnr_free_0033.jpg,0,empty,cnrpark_ext,unknown,unknown,unknown,train
data/raw/PKLot/PKLotSegmented/PUC/Sunny/Empty/PUC_Sunny_Empty_0007.jpg,0,empty,pklot,PUC,PUC,sunny,train
data/raw/PKLot/PKLotSegmented/UFPR04/Cloudy/Occupied/UFPR04_Cloudy_Occupied_0012.jpg,1,occupied,pklot,UFPR04,UFPR04,cloudy,train
data/raw/CNRPark-EXT/PATCHES/free/cnr_free_0031.jpg,0,empty,cnrpark_ext,unknown,unknown,unknown,train
data/raw/CNRPark-EXT/PATCHES/free/cnr_free_0007.jpg,0,empty,cnrpark_ext,unknown,unknown,unknown,train
data/raw/PKLot/PKLotSegmented/UFPR04/Rainy/Occupied/UFPR04_Rainy_Occupied_0011.jpg,1,occupied,pklot,UFPR04,UFPR04,rainy,train
data/raw/PKLot/PKLotSegmented/UFPR04/Rainy/Occupied/UFPR04_Rainy_Occupied_0002.jpg,1,occupied,pklot,UFPR04,UFPR04,rainy,train
data/raw/PKLot/PKLotSegmented/PUC/Rainy/Empty/PUC_Rainy_Empty_0003.jpg,0,empty,pklot,PUC,PUC,rainy,train
data/raw/PKLot/PKLotSegmented/PUC/Rainy/Empty/PUC_Rainy_Empty_0008.jpg,0,empty,pklot,PUC,PUC,rainy,train
data/raw/PKLot/PKLotSegmented/PUC/Sunny/Occupied/PUC_Sunny_Occupied_0001.jpg,1,occupied,pklot,PUC,PUC,sunny,train
data/raw/CNRPark-EXT/PATCHES/free/cnr_free_0012.jpg,0,empty,cnrpark_ext,unknown,unknown,unknown,train
data/raw/PKLot/PKLotSegmented/PUC/Cloudy/Empty/PUC_Cloudy_Empty_0009.jpg,0,empty,pklot,PUC,PUC,cloudy,train
data/raw/PKLot/PKLotSegmented/PUC/Cloudy/Empty/PUC_Cloudy_Empty_0006.jpg,0,empty,pklot,PUC,PUC,cloudy,train
data/raw/PKLot/PKLotSegmented/PUC/Rainy/Occupied/PUC_Rainy_Occupied_0010.jpg,1,occupied,pklot,PUC,PUC,rainy,train
data/raw/PKLot/PKLotSegmented/UFPR04/Cloudy/Occupied/UFPR04_Cloudy_Occupied_0007.jpg,1,occupied,pklot,UFPR04,UFPR04,cloudy,train
data/raw/PKLot/PKLotSegmented/PUC/Cloudy/Occupied/PUC_Cloudy_Occupied_0009.jpg,1,occupied,pklot,PUC,PUC,cloudy,train
data/raw/PKLot/PKLotSegmented/PUC/Sunny/Empty/PUC_Sunny_Empty_0011.jpg,0,empty,pklot,PUC,PUC,sunny,train
data/raw/PKLot/PKLotSegmented/UFPR04/Cloudy/Empty/UFPR04_Cloudy_Empty_0006.jpg,0,empty,pklot,UFPR04,UFPR04,cloudy,train
data/raw/CNRPark-EXT/PATCHES/free/cnr_free_0008.jpg,0,empty,cnrpark_ext,unknown,unknown,unknown,train
data/raw/PKLot/PKLotSegmented/UFPR04/Cloudy/Occupied/UFPR04_Cloudy_Occupied_0009.jpg,1,occupied,pklot,UFPR04,UFPR04,cloudy,train
data/raw/CNRPark-EXT/PATCHES/busy/cnr_busy_0016.jpg,1,occupied,cnrpark_ext,unknown,unknown,unknown,train
data/raw/PKLot/PKLotSegmented/UFPR04/Sunny/Occupied/UFPR04_Sunny_Occupied_0006.jpg,1,occupied,pklot,UFPR04,UFPR04,sunny,train
data/raw/CNRPark-EXT/PATCHES/busy/cnr_busy_0035.jpg,1,occupied,cnrpark_ext,unknown,unknown,unknown,train
data/raw/PKLot/PKLotSegmented/PUC/Rainy/Occupied/PUC_Rainy_Occupied_0004.jpg,1,occupied,pklot,PUC,PUC,rainy,train
data/raw/PKLot/PKLotSegmented/UFPR04/Rainy/Empty/UFPR04_Rainy_Empty_0003.jpg,0,empty,pklot,UFPR04,UFPR04,rainy,train
data/raw/CNRPark-EXT/PATCHES/free/cnr_free_0022.jpg,0,empty,cnrpark_ext,unknown,unknown,unknown,train
data/raw/PKLot/PKLotSegmented/UFPR04/Sunny/Empty/UFPR04_Sunny_Empty_0004.jpg,0,empty,pklot,UFPR04,UFPR04,sunny,train
data/raw/PKLot/PKLotSegmented/PUC/Rainy/Occupied/PUC_Rainy_Occupied_0007.jpg,1,occupied,pklot,PUC,PUC,rainy,train
data/raw/PKLot/PKLotSegmented/UFPR04/Sunny/Empty/UFPR04_Sunny_Empty_0008.jpg,0,empty,pklot,UFPR04,UFPR04,sunny,train
data/raw/PKLot/PKLotSegmented/PUC/Sunny/Empty/PUC_Sunny_Empty_0000.jpg,0,empty,pklot,PUC,PUC,sunny,train
data/raw/PKLot/PKLotSegmented/PUC/Sunny/Empty/PUC_Sunny_Empty_0010.jpg,0,empty,pklot,PUC,PUC,sunny,train
data/raw/PKLot/PKLotSegmented/UFPR04/Sunny/Occupied/UFPR04_Sunny_Occupied_0000.jpg,1,occupied,pklot,UFPR04,UFPR04,sunny,train
data/raw/PKLot/PKLotSegmented/UFPR04/Rainy/Empty/UFPR04_Rainy_Empty_0002.jpg,0,empty,pklot,UFPR04,UFPR04,rainy,train
data/raw/CNRPark-EXT/PATCHES/busy/cnr_busy_0007.jpg,1,occupied,cnrpark_ext,unknown,unknown,unknown,train
data/raw/PKLot/PKLotSegmented/UFPR04/Sunny/Occupied/UFPR04_Sunny_Occupied_0004.jpg,1,occupied,pklot,UFPR04,UFPR04,sunny,train
data/raw/CNRPark-EXT/PATCHES/busy/cnr_busy_0024.jpg,1,occupied,cnrpark_ext,unknown,unknown,unknown,train
data/raw/PKLot/PKLotSegmented/UFPR04/Rainy/Empty/UFPR04_Rainy_Empty_0009.jpg,0,empty,pklot,UFPR04,UFPR04,rainy,train
data/raw/PKLot/PKLotSegmented/UFPR04/Sunny/Empty/UFPR04_Sunny_Empty_0012.jpg,0,empty,pklot,UFPR04,UFPR04,sunny,train
data/raw/PKLot/PKLotSegmented/PUC/Rainy/Empty/PUC_Rainy_Empty_0012.jpg,0,empty,pklot,PUC,PUC,rainy,train
data/raw/CNRPark-EXT/PATCHES/free/cnr_free_0005.jpg,0,empty,cnrpark_ext,unknown,unknown,unknown,train
data/raw/PKLot/PKLotSegmented/UFPR04/Sunny/Empty/UFPR04_Sunny_Empty_0003.jpg,0,empty,pklot,UFPR04,UFPR04,sunny,train
data/raw/PKLot/PKLotSegmented/PUC/Cloudy/Empty/PUC_Cloudy_Empty_0010.jpg,0,empty,pklot,PUC,PUC,cloudy,train
data/raw/PKLot/PKLotSegmented/UFPR04/Cloudy/Occupied/UFPR04_Cloudy_Occupied_0005.jpg,1,occupied,pklot,UFPR04,UFPR04,cloudy,train
data/raw/PKLot/PKLotSegmented/PUC/Cloudy/Empty/PUC_Cloudy_Empty_0007.jpg,0,empty,pklot,PUC,PUC,cloudy,train
data/raw/PKLot/PKLotSegmented/PUC/Sunny/Occupied/PUC_Sunny_Occupied_0002.jpg,1,occupied,pklot,PUC,PUC,sunny,train
data/raw/CNRPark-EXT/PATCHES/free/cnr_free_0039.jpg,0,empty,cnrpark_ext,unknown,unknown,unknown,train
data/raw/PKLot/PKLotSegmented/UFPR04/Rainy/Occupied/UFPR04_Rainy_Occupied_0000.jpg,1,occupied,pklot,UFPR04,UFPR04,rainy,train
data/raw/PKLot/PKLotSegmented/UFPR04/Sunny/Occupied/UFPR04_Sunny_Occupied_0005.jpg,1,occupied,pklot,UFPR04,UFPR04,sunny,train
data/raw/PKLot/PKLotSegmented/PUC/Cloudy/Empty/PUC_Cloudy_Empty_0005.jpg,0,empty,pklot,PUC,PUC,cloudy,train
data/raw/PKLot/PKLotSegmented/UFPR04/Rainy/Empty/UFPR04_Rainy_Empty_0005.jpg,0,empty,pklot,UFPR04,UFPR04,rainy,train
data/raw/CNRPark-EXT/PATCHES/busy/cnr_busy_0029.jpg,1,occupied,cnrpark_ext,unknown,unknown,unknown,train
data/raw/CNRPark-EXT/PATCHES/busy/cnr_busy_0021.jpg,1,occupied,cnrpark_ext,unknown,unknown,unknown,train
data/raw/CNRPark-EXT/PATCHES/free/cnr_free_0017.jpg,0,empty,cnrpark_ext,unknown,unknown,unknown,train
data/raw/CNRPark-EXT/PATCHES/free/cnr_free_0025.jpg,0,empty,cnrpark_ext,unknown,unknown,unknown,train
data/raw/PKLot/PKLotSegmented/PUC/Sunny/Empty/PUC_Sunny_Empty_0004.jpg,0,empty,pklot,PUC,PUC,sunny,train
data/raw/CNRPark-EXT/PATCHES/busy/cnr_busy_0015.jpg,1,occupied,cnrpark_ext,unknown,unknown,unknown,train
data/raw/CNRPark-EXT/PATCHES/busy/cnr_busy_0009.jpg,1,occupied,cnrpark_ext,unknown,unknown,unknown,train
data/raw/PKLot/PKLotSegmented/PUC/Sunny/Occupied/PUC_Sunny_Occupied_0000.jpg,1,occupied,pklot,PUC,PUC,sunny,train
data/raw/CNRPark-EXT/PATCHES/free/cnr_free_0015.jpg,0,empty,cnrpark_ext,unknown,unknown,unknown,train
data/raw/PKLot/PKLotSegmented/UFPR04/Cloudy/Occupied/UFPR04_Cloudy_Occupied_0002.jpg,1,occupied,pklot,UFPR04,UFPR04,cloudy,train
data/raw/PKLot/PKLotSegmented/PUC/Rainy/Occupied/PUC_Rainy_Occupied_0002.jpg,1,occupied,pklot,PUC,PUC,rainy,train
data/raw/CNRPark-EXT/PATCHES/free/cnr_free_0035.jpg,0,empty,cnrpark_ext,unknown,unknown,unknown,train
data/raw/PKLot/PKLotSegmented/UFPR04/Cloudy/Occupied/UFPR04_Cloudy_Occupied_0000.jpg,1,occupied,pklot,UFPR04,UFPR04,cloudy,train
data/raw/CNRPark-EXT/PATCHES/free/cnr_free_0024.jpg,0,empty,cnrpark_ext,unknown,unknown,unknown,train
data/raw/PKLot/PKLotSegmented/PUC/Cloudy/Empty/PUC_Cloudy_Empty_0000.jpg,0,empty,pklot,PUC,PUC,cloudy,train
data/raw/CNRPark-EXT/PATCHES/busy/cnr_busy_0017.jpg,1,occupied,cnrpark_ext,unknown,unknown,unknown,train
data/raw/PKLot/PKLotSegmented/PUC/Sunny/Empty/PUC_Sunny_Empty_0012.jpg,0,empty,pklot,PUC,PUC,sunny,train
data/raw/PKLot/PKLotSegmented/PUC/Rainy/Empty/PUC_Rainy_Empty_0001.jpg,0,empty,pklot,PUC,PUC,rainy,train
data/raw/PKLot/PKLotSegmented/UFPR04/Sunny/Occupied/UFPR04_Sunny_Occupied_0002.jpg,1,occupied,pklot,UFPR04,UFPR04,sunny,train
data/raw/PKLot/PKLotSegmented/UFPR04/Cloudy/Occupied/UFPR04_Cloudy_Occupied_0003.jpg,1,occupied,pklot,UFPR04,UFPR04,cloudy,train
data/raw/PKLot/PKLotSegmented/UFPR04/Cloudy/Empty/UFPR04_Cloudy_Empty_0009.jpg,0,empty,pklot,UFPR04,UFPR04,cloudy,train
data/raw/PKLot/PKLotSegmented/UFPR04/Cloudy/Empty/UFPR04_Cloudy_Empty_0004.jpg,0,empty,pklot,UFPR04,UFPR04,cloudy,train
data/raw/CNRPark-EXT/PATCHES/busy/cnr_busy_0019.jpg,1,occupied,cnrpark_ext,unknown,unknown,unknown,train
data/raw/CNRPark-EXT/PATCHES/free/cnr_free_0010.jpg,0,empty,cnrpark_ext,unknown,unknown,unknown,train
data/raw/PKLot/PKLotSegmented/UFPR04/Sunny/Empty/UFPR04_Sunny_Empty_0005.jpg,0,empty,pklot,UFPR04,UFPR04,sunny,train
data/raw/PKLot/PKLotSegmented/PUC/Sunny/Occupied/PUC_Sunny_Occupied_0009.jpg,1,occupied,pklot,PUC,PUC,sunny,train
data/raw/PKLot/PKLotSegmented/PUC/Rainy/Empty/PUC_Rainy_Empty_0011.jpg,0,empty,pklot,PUC,PUC,rainy,train
data/raw/PKLot/PKLotSegmented/UFPR04/Rainy/Empty/UFPR04_Rainy_Empty_0004.jpg,0,empty,pklot,UFPR04,UFPR04,rainy,train
data/raw/CNRPark-EXT/PATCHES/busy/cnr_busy_0020.jpg,1,occupied,cnrpark_ext,unknown,unknown,unknown,train
data/raw/CNRPark-EXT/PATCHES/free/cnr_free_0003.jpg,0,empty,cnrpark_ext,unknown,unknown,unknown,train
data/raw/PKLot/PKLotSegmented/PUC/Cloudy/Occupied/PUC_Cloudy_Occupied_0004.jpg,1,occupied,pklot,PUC,PUC,cloudy,train
data/raw/PKLot/PKLotSegmented/UFPR04/Rainy/Occupied/UFPR04_Rainy_Occupied_0004.jpg,1,occupied,pklot,UFPR04,UFPR04,rainy,train
data/raw/PKLot/PKLotSegmented/UFPR04/Sunny/Empty/UFPR04_Sunny_Empty_0009.jpg,0,empty,pklot,UFPR04,UFPR04,sunny,train
data/raw/CNRPark-EXT/PATCHES/free/cnr_free_0019.jpg,0,empty,cnrpark_ext,unknown,unknown,unknown,train
data/raw/PKLot/PKLotSegmented/UFPR04/Cloudy/Empty/UFPR04_Cloudy_Empty_0001.jpg,0,empty,pklot,UFPR04,UFPR04,cloudy,train
data/raw/PKLot/PKLotSegmented/UFPR04/Cloudy/Empty/UFPR04_Cloudy_Empty_0002.jpg,0,empty,pklot,UFPR04,UFPR04,cloudy,train
data/raw/PKLot/PKLotSegmented/UFPR04/Rainy/Occupied/UFPR04_Rainy_Occupied_0003.jpg,1,occupied,pklot,UFPR04,UFPR04,rainy,train
data/raw/CNRPark-EXT/PATCHES/free/cnr_free_0013.jpg,0,empty,cnrpark_ext,unknown,unknown,unknown,train
data/raw/PKLot/PKLotSegmented/PUC/Rainy/Occupied/PUC_Rainy_Occupied_0003.jpg,1,occupied,pklot,PUC,PUC,rainy,train
data/raw/PKLot/PKLotSegmented/PUC/Rainy/Occupied/PUC_Rainy_Occupied_0006.jpg,1,occupied,pklot,PUC,PUC,rainy,train
data/raw/CNRPark-EXT/PATCHES/free/cnr_free_0000.jpg,0,empty,cnrpark_ext,unknown,unknown,unknown,train
data/raw/CNRPark-EXT/PATCHES/busy/cnr_busy_0028.jpg,1,occupied,cnrpark_ext,unknown,unknown,unknown,train
data/raw/PKLot/PKLotSegmented/PUC/Cloudy/Empty/PUC_Cloudy_Empty_0004.jpg,0,empty,pklot,PUC,PUC,cloudy,train
data/raw/CNRPark-EXT/PATCHES/busy/cnr_busy_0039.jpg,1,occupied,cnrpark_ext,unknown,unknown,unknown,train
data/raw/PKLot/PKLotSegmented/UFPR04/Rainy/Occupied/UFPR04_Rainy_Occupied_0005.jpg,1,occupied,pklot,UFPR04,UFPR04,rainy,train
data/raw/CNRPark-EXT/PATCHES/busy/cnr_busy_0010.jpg,1,occupied,cnrpark_ext,unknown,unknown,unknown,train
data/raw/PKLot/PKLotSegmented/UFPR04/Rainy/Occupied/UFPR04_Rainy_Occupied_0008.jpg,1,occupied,pklot,UFPR04,UFPR04,rainy,train
data/raw/PKLot/PKLotSegmented/PUC/Cloudy/Occupied/PUC_Cloudy_Occupied_0008.jpg,1,occupied,pklot,PUC,PUC,cloudy,train
data/raw/PKLot/PKLotSegmented/UFPR04/Sunny/Occupied/UFPR04_Sunny_Occupied_0010.jpg,1,occupied,pklot,UFPR04,UFPR04,sunny,train
data/raw/PKLot/PKLotSegmented/PUC/Sunny/Empty/PUC_Sunny_Empty_0006.jpg,0,empty,pklot,PUC,PUC,sunny,train
data/raw/CNRPark-EXT/PATCHES/free/cnr_free_0030.jpg,0,empty,cnrpark_ext,unknown,unknown,unknown,train
data/raw/CNRPark-EXT/PATCHES/free/cnr_free_0006.jpg,0,empty,cnrpark_ext,unknown,unknown,unknown,train
data/raw/PKLot/PKLotSegmented/PUC/Cloudy/Occupied/PUC_Cloudy_Occupied_0011.jpg,1,occupied,pklot,PUC,PUC,cloudy,train
data/raw/PKLot/PKLotSegmented/UFPR04/Rainy/Empty/UFPR04_Rainy_Empty_0001.jpg,0,empty,pklot,UFPR04,UFPR04,rainy,train
data/raw/CNRPark-EXT/PATCHES/busy/cnr_busy_0001.jpg,1,occupied,cnrpark_ext,unknown,unknown,unknown,train
data/raw/PKLot/PKLotSegmented/PUC/Rainy/Empty/PUC_Rainy_Empty_0000.jpg,0,empty,pklot,PUC,PUC,rainy,train
data/raw/CNRPark-EXT/PATCHES/free/cnr_free_0036.jpg,0,empty,cnrpark_ext,unknown,unknown,unknown,train
data/raw/PKLot/PKLotSegmented/PUC/Sunny/Occupied/PUC_Sunny_Occupied_0008.jpg,1,occupied,pklot,PUC,PUC,sunny,train
data/raw/CNRPark-EXT/PATCHES/free/cnr_free_0034.jpg,0,empty,cnrpark_ext,unknown,unknown,unknown,train
data/raw/PKLot/PKLotSegmented/UFPR04/Sunny/Occupied/UFPR04_Sunny_Occupied_0011.jpg,1,occupied,pklot,UFPR04,UFPR04,sunny,train
data/raw/CNRPark-EXT/PATCHES/busy/cnr_busy_0038.jpg,1,occupied,cnrpark_ext,unknown,unknown,unknown,train
data/raw/CNRPark-EXT/PATCHES/busy/cnr_busy_0003.jpg,1,occupied,cnrpark_ext,unknown,unknown,unknown,train
data/raw/PKLot/PKLotSegmented/UFPR04/Cloudy/Empty/UFPR04_Cloudy_Empty_0011.jpg,0,empty,pklot,UFPR04,UFPR04,cloudy,train
data/raw/PKLot/PKLotSegmented/PUC/Rainy/Empty/PUC_Rainy_Empty_0009.jpg,0,empty,pklot,PUC,PUC,rainy,train
data/raw/PKLot/PKLotSegmented/PUC/Sunny/Empty/PUC_Sunny_Empty_0001.jpg,0,empty,pklot,PUC,PUC,sunny,train
data/raw/PKLot/PKLotSegmented/PUC/Rainy/Occupied/PUC_Rainy_Occupied_0005.jpg,1,occupied,pklot,PUC,PUC,rainy,train
data/raw/PKLot/PKLotSegmented/UFPR04/Cloudy/Empty/UFPR04_Cloudy_Empty_0010.jpg,0,empty,pklot,UFPR04,UFPR04,cloudy,train
data/raw/PKLot/PKLotSegmented/UFPR04/Rainy/Occupied/UFPR04_Rainy_Occupied_0001.jpg,1,occupied,pklot,UFPR04,UFPR04,rainy,train
data/raw/CNRPark-EXT/PATCHES/free/cnr_free_0027.jpg,0,empty,cnrpark_ext,unknown,unknown,unknown,train
data/raw/PKLot/PKLotSegmented/PUC/Sunny/Occupied/PUC_Sunny_Occupied_0003.jpg,1,occupied,pklot,PUC,PUC,sunny,train
data/raw/PKLot/PKLotSegmented/PUC/Sunny/Occupied/PUC_Sunny_Occupied_0004.jpg,1,occupied,pklot,PUC,PUC,sunny,train
data/raw/PKLot/PKLotSegmented/PUC/Sunny/Empty/PUC_Sunny_Empty_0003.jpg,0,empty,pklot,PUC,PUC,sunny,train
data/raw/PKLot/PKLotSegmented/UFPR04/Rainy/Occupied/UFPR04_Rainy_Occupied_0007.jpg,1,occupied,pklot,UFPR04,UFPR04,rainy,train
data/raw/PKLot/PKLotSegmented/PUC/Sunny/Empty/PUC_Sunny_Empty_0002.jpg,0,empty,pklot,PUC,PUC,sunny,train
data/raw/CNRPark-EXT/PATCHES/free/cnr_free_0018.jpg,0,empty,cnrpark_ext,unknown,unknown,unknown,train
data/raw/PKLot/PKLotSegmented/PUC/Rainy/Occupied/PUC_Rainy_Occupied_0000.jpg,1,occupied,pklot,PUC,PUC,rainy,train
data/raw/CNRPark-EXT/PATCHES/busy/cnr_busy_0030.jpg,1,occupied,cnrpark_ext,unknown,unknown,unknown,train
data/raw/PKLot/PKLotSegmented/UFPR04/Sunny/Empty/UFPR04_Sunny_Empty_0010.jpg,0,empty,pklot,UFPR04,UFPR04,sunny,train
data/raw/CNRPark-EXT/PATCHES/free/cnr_free_0009.jpg,0,empty,cnrpark_ext,unknown,unknown,unknown,train
data/raw/PKLot/PKLotSegmented/PUC/Sunny/Occupied/PUC_Sunny_Occupied_0007.jpg,1,occupied,pklot,PUC,PUC,sunny,train
data/raw/CNRPark-EXT/PATCHES/free/cnr_free_0016.jpg,0,empty,cnrpark_ext,unknown,unknown,unknown,train
data/raw/PKLot/PKLotSegmented/UFPR04/Sunny/Occupied/UFPR04_Sunny_Occupied_0009.jpg,1,occupied,pklot,UFPR04,UFPR04,sunny,train
data/raw/CNRPark-EXT/PATCHES/busy/cnr_busy_0012.jpg,1,occupied,cnrpark_ext,unknown,unknown,unknown,train
data/raw/CNRPark-EXT/PATCHES/busy/cnr_busy_0031.jpg,1,occupied,cnrpark_ext,unknown,unknown,unknown,train
data/raw/CNRPark-EXT/PATCHES/busy/cnr_busy_0025.jpg,1,occupied,cnrpark_ext,unknown,unknown,unknown,train
data/raw/PKLot/PKLotSegmented/UFPR04/Sunny/Occupied/UFPR04_Sunny_Occupied_0007.jpg,1,occupied,pklot,UFPR04,UFPR04,sunny,train
data/raw/CNRPark-EXT/PATCHES/busy/cnr_busy_0005.jpg,1,occupied,cnrpark_ext,unknown,unknown,unknown,train
data/raw/CNRPark-EXT/PATCHES/free/cnr_free_0004.jpg,0,empty,cnrpark_ext,unknown,unknown,unknown,train
data/raw/PKLot/PKLotSegmented/UFPR04/Sunny/Occupied/UFPR04_Sunny_Occupied_0008.jpg,1,occupied,pklot,UFPR04,UFPR04,sunny,train
data/raw/CNRPark-EXT/PATCHES/free/cnr_free_0038.jpg,0,empty,cnrpark_ext,unknown,unknown,unknown,train
data/raw/PKLot/PKLotSegmented/UFPR04/Rainy/Occupied/UFPR04_Rainy_Occupied_0012.jpg,1,occupied,pklot,UFPR04,UFPR04,rainy,train
data/raw/PKLot/PKLotSegmented/PUC/Cloudy/Occupied/PUC_Cloudy_Occupied_0005.jpg,1,occupied,pklot,PUC,PUC,cloudy,train
data/raw/PKLot/PKLotSegmented/UFPR04/Cloudy/Occupied/UFPR04_Cloudy_Occupied_0004.jpg,1,occupied,pklot,UFPR04,UFPR04,cloudy,train
data/raw/PKLot/PKLotSegmented/PUC/Rainy/Occupied/PUC_Rainy_Occupied_0001.jpg,1,occupied,pklot,PUC,PUC,rainy,train
data/raw/PKLot/PKLotSegmented/UFPR04/Rainy/Empty/UFPR04_Rainy_Empty_0010.jpg,0,empty,pklot,UFPR04,UFPR04,rainy,val
data/raw/PKLot/PKLotSegmented/PUC/Rainy/Empty/PUC_Rainy_Empty_0004.jpg,0,empty,pklot,PUC,PUC,rainy,val
data/raw/PKLot/PKLotSegmented/PUC/Rainy/Empty/PUC_Rainy_Empty_0010.jpg,0,empty,pklot,PUC,PUC,rainy,val
data/raw/PKLot/PKLotSegmented/PUC/Rainy/Occupied/PUC_Rainy_Occupied_0008.jpg,1,occupied,pklot,PUC,PUC,rainy,val
data/raw/PKLot/PKLotSegmented/PUC/Sunny/Empty/PUC_Sunny_Empty_0009.jpg,0,empty,pklot,PUC,PUC,sunny,val
data/raw/PKLot/PKLotSegmented/UFPR04/Rainy/Empty/UFPR04_Rainy_Empty_0000.jpg,0,empty,pklot,UFPR04,UFPR04,rainy,val
data/raw/PKLot/PKLotSegmented/UFPR04/Cloudy/Occupied/UFPR04_Cloudy_Occupied_0011.jpg,1,occupied,pklot,UFPR04,UFPR04,cloudy,val
data/raw/PKLot/PKLotSegmented/PUC/Cloudy/Occupied/PUC_Cloudy_Occupied_0007.jpg,1,occupied,pklot,PUC,PUC,cloudy,val
data/raw/PKLot/PKLotSegmented/PUC/Sunny/Occupied/PUC_Sunny_Occupied_0010.jpg,1,occupied,pklot,PUC,PUC,sunny,val
data/raw/PKLot/PKLotSegmented/UFPR04/Rainy/Empty/UFPR04_Rainy_Empty_0008.jpg,0,empty,pklot,UFPR04,UFPR04,rainy,val
data/raw/PKLot/PKLotSegmented/UFPR04/Cloudy/Empty/UFPR04_Cloudy_Empty_0003.jpg,0,empty,pklot,UFPR04,UFPR04,cloudy,val
data/raw/PKLot/PKLotSegmented/PUC/Cloudy/Empty/PUC_Cloudy_Empty_0011.jpg,0,empty,pklot,PUC,PUC,cloudy,val
data/raw/PKLot/PKLotSegmented/UFPR04/Rainy/Empty/UFPR04_Rainy_Empty_0011.jpg,0,empty,pklot,UFPR04,UFPR04,rainy,val
data/raw/PKLot/PKLotSegmented/UFPR04/Rainy/Occupied/UFPR04_Rainy_Occupied_0006.jpg,1,occupied,pklot,UFPR04,UFPR04,rainy,val
data/raw/PKLot/PKLotSegmented/PUC/Sunny/Occupied/PUC_Sunny_Occupied_0006.jpg,1,occupied,pklot,PUC,PUC,sunny,val
data/raw/CNRPark-EXT/PATCHES/busy/cnr_busy_0004.jpg,1,occupied,cnrpark_ext,unknown,unknown,unknown,val
data/raw/PKLot/PKLotSegmented/PUC/Rainy/Empty/PUC_Rainy_Empty_0007.jpg,0,empty,pklot,PUC,PUC,rainy,val
